Bank,Year,Month,net_income,total_assets,equity,ROA,Leverage,ROE,classification,liquidity_ratio,deposit_diversity,deposit_view_to_plazo,coverage_ratio,leverage_ratio_extra,capitalization_ratio,adjusted_ROE
Banco  Aliado,2020,Mayo,16364.29187,4034904.2454,379941.09978,0.004055682830306603,10.619815144337792,0.04307060194192082,Medium performance,0.123531017708571,15.557545447042514,0.09535434021070581,0.009399331814279006,2.7240767765827307,0.09416359761527242,0.04338826173353611
Banco  Aliado,2020,Noviembre,10444.30325,4047908.69218,376766.36878,0.00258017263832481,10.74381640083072,0.027720901108608764,Medium performance,0.1471923159830404,16.009746453783578,0.09852264780838438,0.013746629915102693,2.533653918504079,0.09307679531108509,0.028070184783546344
Banco  Aliado,2020,Octubre,8592.232,4040130.40319,378400.12383,0.002126721452658003,10.676873892898271,0.02270673675535092,Medium performance,0.1434193922849097,15.970344928209341,0.0956322230859639,0.013258786549999985,2.5302006761502382,0.09366037381645488,0.022986553734055132
Banco  Aliado,2020,Septiembre,6190.84237,3990592.92005,375659.36784,0.001551359032111557,10.622902719012359,0.01647993608038224,Medium performance,0.13387262814952433,14.907732621422356,0.0975664619853788,0.00812642282223967,2.567495873205002,0.0941362287174341,0.016586997809954318
Banco  Aliado,2021,Abril,19516.36108,4057898.21892,376743.80095999996,0.004809475257167547,10.770975417723832,0.05180273976710266,High performance,0.1490019366661449,17.187731271968552,0.10594846044685642,0.016243370257558665,2.160162500952223,0.09284210215116472,0.052444007529601856
Banco  Aliado,2021,Agosto,3321.02665,3940468.53913,386729.76178,0.0008427999404185666,10.189204267582657,0.008587460749631267,Low performance,0.12621523914809868,18.28236716863282,0.10754960139190753,0.022977150564454384,1.8001683174723881,0.09814309083797038,0.008763535663311093
Banco  Aliado,2021,Diciembre,11246.24554,3777340.67381,389009.38826999994,0.002977291833372423,9.710152987845783,0.028909959191510085,Medium performance,0.10806103248520078,18.684562014788607,0.108443394284982,0.026469980244460792,1.5171805452169738,0.10298498913989326,0.029638014972393045
Banco  Aliado,2021,Enero,13100.75151,4072724.68208,377974.93428,0.003216704425821697,10.77511843434297,0.034660371156503986,Medium performance,0.17031161976467138,6.260001561926023,0.11809400534400695,0.014576933343393418,2.3413691839269335,0.09280640450435816,0.03510905392635214
Banco  Aliado,2021,Febrero,13824.55308,4089628.19315,372813.65238,0.003380393626774115,10.96963098599603,0.03708167067312483,Medium performance,0.17171238228517013,6.147752293569521,0.10779456175050858,0.015295196494662188,2.3853971303431485,0.09116076933459409,0.037577568348397435
Banco  Aliado,2021,Julio,1043.83184,4033121.97663,385329.01535,0.00025881484518655844,10.466696812246688,0.0027089365150762715,Low performance,0.15402777664154305,18.83204214657667,0.11556713455689445,0.023059552841760683,1.9644850073707278,0.09554112610101954,0.002763898083942727
Banco  Aliado,2021,Junio,8957.74051,4102550.26651,383927.70917999995,0.0021834566131033084,10.685736320705542,0.02333184163532273,Medium performance,0.16083420991114594,17.43361565083028,0.13070420884156428,0.02237810836378514,1.9918910811708557,0.09358269472383664,0.023789848690997727
Banco  Aliado,2021,Marzo,18643.2318,4047552.50446,375785.25740999996,0.004606050639110182,10.770918828366712,0.04961139755320239,High performance,0.1468364020520675,6.407928664119891,0.10321133821170539,0.015806149020012514,2.1720075647871333,0.09284258993451525,0.05022225212745812
Banco  Aliado,2021,Mayo,20493.44601,4094039.16289,374437.51339000004,0.005005679035941021,10.933838134497497,0.054731284332226605,High performance,0.15325223570386715,17.494057697952158,0.10577992749796825,0.01710615642572831,2.16048166399239,0.09145919188659714,0.05546383377149242
Banco  Aliado,2021,Noviembre,8523.33291,3783206.17944,386884.05669999996,0.002252939043164083,9.778656199248855,0.022030716340966244,Medium performance,0.09175394434109589,17.70274362617152,0.10145214606393513,0.023124937595853934,1.4549332704771551,0.1022635400635943,0.022494399851323715
Banco  Aliado,2021,Octubre,6857.6001,3790459.54968,386638.64307,0.0018091737980897157,9.803623144295349,0.017736458119005056,Medium performance,0.10000426588004452,19.100284210753948,0.10324124773349104,0.022874496469522734,1.4520488483567242,0.10200310490126216,0.018100769795981717
Banco  Aliado,2021,Septiembre,5061.7947,3877793.06715,385997.77926,0.0013053287301171507,10.046153826543131,0.013113533216963099,Medium performance,0.1153731435813627,18.820102424259602,0.12134015183413421,0.022934542136590037,1.5575620518661943,0.09954058212386527,0.01338364318848198
Banco  Aliado,2023,Abril,24158.54955,3809175.02518,377719.14003999997,0.00634219992263506,10.084675679333097,0.06395902931326604,High performance,0.0875709579837473,19.548527146408492,0.09285253625631858,0.029981144544074075,1.432250922372401,0.09916035297489412,0.06604861399886448
Banco  Aliado,2023,Agosto,4193.78077,3850136.40035,374869.99274,0.001089255115641815,10.270591071343375,0.011187293865125921,Low performance,0.0841366758153801,21.05236417416889,0.09544457125314136,0.03057262715887179,1.3036072075231102,0.09736537975795408,0.011561737491252897
Banco  Aliado,2023,Diciembre,12942.26485,3840492.99639,381934.43890999997,0.0033699488222385813,10.055372349637691,0.033886090206831934,Medium performance,0.06619151344981816,22.70662010757615,0.1001718342126762,0.02570656384910639,1.1664407862025237,0.09944932571651921,0.034913983367410174
Banco  Aliado,2023,Enero,18471.45343,3815852.61349,374925.18572999997,0.004840714592775088,10.177637456017592,0.04926703815331868,High performance,0.09267835661078731,18.637153264314975,0.09814889767741108,0.0287595135651606,1.6954310400949337,0.0982546297528749,0.050777581678488316
Banco  Aliado,2023,Febrero,20109.38627,3780007.47444,372270.39254000003,0.00531993293822234,10.153929912741697,0.05401822619519565,High performance,0.07739538324315869,20.375151658358075,0.09507537495070467,0.028459147017380768,1.6154925791617454,0.098484036091794,0.0556843139972622
Banco  Aliado,2023,Julio,2557.40535,3845635.13915,376846.65829,0.0006650150774743708,10.204774420981108,0.006786328852177229,Low performance,0.08989342006337718,21.41055662520099,0.10300127595095757,0.029989820809421967,1.3514801860019965,0.0979933469125972,0.007007246433987273
Banco  Aliado,2023,Junio,26429.09859,3878064.64917,376679.56123,0.006815022693254087,10.295394410322304,0.07016334654234778,High performance,0.08876227391658291,17.061996307144426,0.089207908981798,0.029867507453364264,1.508302043532143,0.09713081016084106,0.07241639070201597
Banco  Aliado,2023,Marzo,22127.24975,3832490.07623,376487.76687000005,0.005773596098066471,10.179587262800348,0.05877282530043124,High performance,0.0875132193698708,18.147541045671094,0.09659924305256236,0.02950311194835202,1.6051147000445962,0.09823580997771274,0.06065415655104322
Banco  Aliado,2023,Mayo,25810.00367,3758757.92799,377798.46722,0.006866630989402908,9.949108464225707,0.06831685649738302,High performance,0.07694851014917832,20.66475208857657,0.08955271063794792,0.030733576395907753,1.3666713800332395,0.10051151855422308,0.0706061202785876
Banco  Aliado,2023,Noviembre,11091.29483,3850998.39089,376771.83938,0.002880108923503524,10.22103561993126,0.029437695896411396,Medium performance,0.07782364405770863,22.750111452541425,0.10694094426575011,0.031124604069809384,1.2124000491960545,0.09783744399148521,0.030479118346576864
Banco  Aliado,2023,Octubre,8288.22257,3835894.07458,371291.59317999997,0.0021607016275358164,10.33121714856706,0.022322677707334784,Medium performance,0.08474132133588683,21.773923272055566,0.09424156080052887,0.03124793178414887,1.2221435931893405,0.09679401619572967,0.0230992046391733
Banco  Aliado,2023,Septiembre,6006.0052,3863779.4624,373230.95896,0.0015544378913048388,10.35224803742524,0.016091926609559944,Medium performance,0.0910318781302986,19.34460202682504,0.09676105866207999,0.031274440376957265,1.2858448815373693,0.09659737637514287,0.016639917024044517
Banco  Aliado,2024,Abril,22271.23008,3761074.49272,383667.17308,0.005921507304125078,9.802961411910431,0.0580483076026839,High performance,0.06274302799105864,19.064080722836866,0.12416309607900704,0.026604440894775695,0.868209734145129,0.10200999044890834,0.05974849658936268
Banco  Aliado,2024,Enero,15916.81591,3788137.79449,382840.32726999995,0.004201752093905257,9.894824355372567,0.04157559895401142,Medium performance,0.06271435188371599,21.82698607506549,0.10003550742125249,0.026256613563188307,0.9489666127930644,0.1010629359435807,0.04285787913604581
Banco  Aliado,2024,Febrero,19058.7943,3763232.69162,384604.32942,0.0050644740471245085,9.784686244419344,0.049554289544117947,High performance,0.062496142580682756,19.718389937120868,0.10825362667331714,0.02632121359380034,0.9119644434552762,0.10220051772946179,0.0510611923595694
Banco  Aliado,2024,Julio,2899.91207,3732836.60619,392914.77989000006,0.0007768655250516999,9.500372083827033,0.0073805115470888,Low performance,0.04833672284741826,21.087198093399042,0.10111315446652758,0.026257594597439378,0.8359434427280994,0.10525903524371964,0.007599855813354781
Banco  Aliado,2024,Junio,27796.69957,3853818.39211,390717.41224,0.0072127684135061335,9.86344163679804,0.07114272028635814,High performance,0.0745328013408671,16.013220830586526,0.11261706090983464,0.026119624710046155,1.0324520212634176,0.10138449000085827,0.07316427519995816
Banco  Aliado,2024,Marzo,21051.96352,3721117.32737,387488.00436,0.005657430730591622,9.603180706241567,0.05432932963891559,High performance,0.062187051706394776,18.435467688110705,0.10401796210717039,0.0265926908050889,0.8898339462649785,0.10413216522626219,0.056009338573358235
Banco  Aliado,2024,Mayo,26070.22244,3737412.48008,388746.99548,0.006975473694421324,9.613997081740225,0.06706218374192231,High performance,0.056993262252474426,18.746541623443978,0.11080200793087398,0.026454257410688093,0.8237575287613385,0.10401500972985427,0.06901842744520989
Banco  Allbank,2019,Abril,187.0799,213439.94476,30120.380680000002,0.00087649900870411,7.086229985855544,0.006211073558051724,Low performance,0.12258267331967772,167.64014248706306,0.7523505132102605,0.058217170645240374,0.1744479180334184,0.1411187615976405,0.006650541632003266
Banco  Allbank,2019,Agosto,423.5999,215894.89606,31748.070540000004,0.00196206537408034,6.800252500005941,0.013342539965264922,Medium performance,0.1305373541388305,374.39347980097114,0.7450010704446245,0.0681777765760841,0.12791283504562856,0.14705336309190378,0.014397748152474382
Banco  Allbank,2019,Diciembre,-25127.895142,187991.790435,6056.432624999998,-0.13366485357608324,31.040020103418566,-4.1489597421221225,Low performance,0.23336843987707465,232.3487143672696,0.74466008651643,0.20815087298493737,0.4909449991611194,0.032216473979985144,-5.054896845293784
Banco  Allbank,2019,Enero,258.15086,226469.77117,28510.74071,0.001139891026808247,7.9433141872237245,0.009054512565134967,Low performance,0.14768908544146522,126.17291258607955,0.7293845861843581,0.04896658987486978,0.3747995647918051,0.12589203655174958,0.009636040191871397
Banco  Allbank,2019,Febrero,334.05341,229895.69285,28889.154980000003,0.0014530651090447343,7.957854530849278,0.01156328076163064,Medium performance,0.15116748438935512,58.270185495291905,0.7333921611150677,0.049566882051076386,0.2123355402484673,0.12566201054862436,0.012302751333431387
Banco  Allbank,2019,Julio,347.09762,208807.30373,30851.46137,0.001662286777328524,6.768149528665261,0.011250605468482546,Medium performance,0.1132185938479354,299.658487635602,0.6845767971450787,0.05913125592295271,0.12334691489526677,0.14775087278504748,0.012073618628516592
Banco  Allbank,2019,Junio,578.657054,207594.17303,31069.40948,0.00278744362403841,6.6816259627860815,0.018624655688177564,Medium performance,0.11708290009599959,415.5307527884795,0.6899106230674431,0.057600360779428976,0.11933507755873833,0.14966416940570906,0.019925535556400628
Banco  Allbank,2019,Marzo,-456.73511,221436.5581,29059.972349999996,-0.0020626002947252277,7.619985161479344,-0.015716983639869158,Low performance,0.14616193561908916,221.97031134295588,0.6964515403280175,0.06166251143310201,0.20467242564324054,0.13123385135383386,-0.016882255025834056
Banco  Allbank,2019,Mayo,523.15618,210300.08502,30598.90197,0.002487665090341008,6.872798416955744,0.01709722069481175,Medium performance,0.11438873383859295,160.1829260546037,0.7157666925913695,0.05143956986870838,0.16009317278125845,0.14550113932236391,0.01816789152240222
Banco  Allbank,2019,Noviembre,-9831.634707,204132.120163,21195.040413000002,-0.048163095054072895,9.631126725184036,-0.4638648719428605,Low performance,0.15569686207992614,233.87159071416,0.7500589249809498,0.21550156973090784,0.13815727608634118,0.10383001164185092,-0.6152475751403744
Banco  Allbank,2019,Octubre,-7371.74801,206659.69804,23726.127039999996,-0.03567095123004178,8.710216281468584,-0.3107017001793817,Low performance,0.15337955681081672,231.60706821265964,0.7618198667749932,0.17878156939803058,0.17765661091225451,0.1148077117358784,-0.3917241268968985
Banco  Allbank,2019,Septiembre,-2542.365347,210915.225724,28457.026753000006,-0.012053967836001064,7.4117098583310295,-0.08934051224209423,Low performance,0.13377909552100606,231.56354655206,0.7618029706670842,0.11057904620046739,0.132591862943033,0.13492163334968704,-0.10245953999511016
Banco  Allbank,2020,Abril,-2525.76175,181189.44673,1277.8844899999972,-0.013939894378968835,141.78859525089032,-1.9765180419397732,Low performance,0.2946898730776375,229.67326833499675,0.7375873526585954,0.2364856288041832,2.34877088147459,0.007052753419487177,-2.563885847121126
Banco  Allbank,2020,Agosto,-5178.55329,180785.519406,1630.5883159999976,-0.028644734971113684,110.87134479749349,-3.1758802876151653,Low performance,0.32823779148987725,228.52957592508358,0.7357077258707648,0.2966793336768181,1.9146234456398523,0.009019463070701452,-4.563954478285835
Banco  Allbank,2020,Diciembre,-3771.88683,182938.44951,4548.967169999998,-0.020618338244928747,40.21538135435699,-0.8291743354129332,Low performance,0.33393243255879285,228.139229652921,0.7340963606226463,0.31065256095087357,0.5838418262315138,0.024866107601679094,-1.2168943353211565
Banco  Allbank,2020,Enero,-12235.38102,175733.696559,-5475.582691000003,-0.06962455840614581,-32.094063130093254,2.2345349728917085,High performance,0.27138759720197037,230.91197643141507,0.7377385115935006,0.24283575435049595,-0.6116560481325398,-0.031158410698779428,3.0078126420492635
Banco  Allbank,2020,Febrero,-475.43246,187046.4077,6164.039099999997,-0.0025417887776948735,30.344779561829856,-0.07713002015188389,Low performance,0.27377831856825174,615.7245345916925,0.7357479601956994,0.2194941092291791,0.5638928685575666,0.032954597609200685,-0.10002095329006162
Banco  Allbank,2020,Julio,-4607.4164,181522.750777,2040.404886999997,-0.025382032721948958,88.96408351770444,-2.258089278924574,Low performance,0.30703720838149284,228.8792341203467,0.7371296081313342,0.3002113977572387,1.559107072458215,0.011240491223640757,-3.2594676070213837
Banco  Allbank,2020,Junio,-4292.72975,181328.49355,1563.9600100000043,-0.023673773856265515,115.94189901952768,-2.744782297854271,Low performance,0.31101218662136904,229.15934094426456,0.7381963909646713,0.25999310243284207,2.0771472219420692,0.008625009668261286,-3.6861657590935697
Banco  Allbank,2020,Marzo,-2556.65435,179616.23995,-309.9517299999952,-0.01423398213163631,-579.4974590075776,8.248556476842506,High performance,0.2937724372367374,229.64563323477884,0.7372776652891997,0.2352233920378858,-9.799208057332175,-0.0017256331058164724,10.682944116884679
Banco  Allbank,2020,Mayo,-3665.26632,181613.918933,1616.8588529999975,-0.0201816377375358,112.32515355067935,-2.2669055577728936,Low performance,0.31042410883750293,229.2466802125468,0.7383310718787051,0.2440246993489881,2.111574967515118,0.008902725421593264,-2.97184502078096
Banco  Allbank,2020,Noviembre,-4441.746,181868.30016,3368.1579999999967,-0.024422870814167948,53.99636838889393,-1.3187463295961783,Low performance,0.3336577767697559,228.22157106853268,0.7343812925041735,0.30933338452415055,0.8026307168487947,0.018519764010753025,-1.931958357425828
Banco  Allbank,2020,Octubre,-5394.85441,179901.08202,1294.583110000005,-0.02998789306559169,138.96449029062282,-4.167252274749652,Low performance,0.33253098430361566,228.26120865602007,0.7346300533078328,0.3100060711983349,2.14690317564856,0.007196082955499308,-6.117448341083941
Banco  Allbank,2020,Septiembre,-5400.48362,180147.39798,1288.4827799999975,-0.029978138349794885,139.81358600694713,-4.191351024497208,Low performance,0.33152880192470446,228.34438196049265,0.734915869474165,0.305263083165985,2.3034633260678934,0.007152380741813685,-6.1028260980853535
Banco  Allbank,2021,Abril,823.93049,182646.426402,4408.986952000006,0.0045110682219785155,41.42593942564241,0.1868752389086224,High performance,0.34359268085705086,,0.7325001208598172,0.3043513749691679,0.6184222293429904,0.02413946464134995,0.27175147067643535
Banco  Allbank,2021,Agosto,704.65703,182352.92175,4377.150500000005,0.003864248640699391,41.660190059720314,0.1609853328095525,High performance,0.25968142824509377,227.74791952484492,0.7321580174029364,0.3322834235900454,0.5808055811651889,0.0240037311055588,0.2466094191738993
Banco  Allbank,2021,Diciembre,479.04072,174928.03717,3341.055579999998,0.002738501659024818,52.357116779841206,0.14338005116335129,High performance,0.2577257427386447,,0.7317786038485279,0.3454877999989689,0.6890532542412842,0.019099600235913387,0.22499963669529077
Banco  Allbank,2021,Enero,-239.0983,182427.18049,4106.004800000006,-0.001310650635271461,44.42936367000831,-0.05823137371880316,Low performance,0.33429141930842554,,0.7337337092382912,0.310921840915723,0.641750905892754,0.0225076372335047,-0.08550399034340568
Banco  Allbank,2021,Febrero,-248.17872,181765.1012,3513.7459700000054,-0.0013653815741390516,51.72972171349078,-0.07063080886294112,Low performance,0.3358346753397971,609.5508067462042,0.7334879711451429,0.306546693914841,0.7458633043981822,0.019331246464819207,-0.10296928656389563
Banco  Allbank,2021,Julio,421.36645,182118.680781,4096.554770999998,0.002313691534514784,44.45654726020996,0.1028587370497042,High performance,0.2582171234229489,,0.7322475582795404,0.33120544839066046,0.626780192999402,0.022493874617542153,0.15742990654521397
Banco  Allbank,2021,Junio,256.67362,182129.58895,3868.9121500000056,0.0014092911617478287,47.07514202668048,0.06634258159622457,High performance,0.35726527805194463,,0.7322475582795404,0.3235464080624467,0.7241702580401047,0.021242633732963277,0.09978636865995358
Banco  Allbank,2021,Marzo,71.0951,181799.28787,3415.938709999998,0.0003910636880538183,53.220886937400614,0.020812756327235168,Medium performance,0.3373765268590136,,0.7329217747191372,0.3025777775283136,0.8267781713214643,0.018789615460114716,0.030151785017525946
Banco  Allbank,2021,Mayo,789.77708,182452.75284,4385.207739999998,0.004328666285964929,41.60641038182608,0.18010026589983177,High performance,0.35347483625132714,,0.7323945245288956,0.3169467351556536,0.590055567128047,0.02403475788521294,0.26750241105384087
Banco  Allbank,2021,Noviembre,-153.42705,175754.25111,2610.867689999998,-0.0008729635216844571,67.31641430286348,-0.05876477409699766,Low performance,0.26008109992414263,843.8908166179837,0.730442600406286,0.34553283816879526,1.1475472278719732,0.014855217859657483,-0.09229925744686564
Banco  Allbank,2021,Octubre,6.13189,176774.87823,3150.9206999999983,3.468756455327244e-05,56.10261097018408,0.001946062939635391,Low performance,0.25684809111510937,378.38501711556444,0.7282794967537376,0.33735818753189045,0.858709735221201,0.01782448236734389,0.003010517010163866
Banco  Allbank,2021,Septiembre,436.96912,179906.18573,3773.493099999998,0.0024288721270306706,47.676299111292956,0.11579963403139659,High performance,0.25942591885891003,225.36103159017108,0.7426088911938227,0.33759894336047863,0.6704051691521581,0.02097478241055696,0.1791863231571822
Banco  Allbank,2023,Abril,1543.36219,76909.255269,-86722.09949099999,0.020067314195175764,-0.8868472479380142,-0.01779664236749907,Low performance,0.20634852430309653,,0.7385329570913085,0.6921217997902537,-0.02542703489586116,-1.127589900431077,-0.05578422648245644
Banco  Allbank,2023,Agosto,3144.0844,75065.068569,-87343.261361,0.0418847868913881,-0.8594259866110016,-0.03599687429812277,Low performance,0.2080228507338572,,0.7397136299899817,0.6783328808652512,-0.025196441668282627,-1.1635673293326023,-0.10667633442068777
Banco  Allbank,2023,Diciembre,-351.33698,71884.01896,-90352.60497,-0.004887553382282397,-0.7955943161115037,0.0038885096906354304,Low performance,0.21397068829222796,,0.7501849598192332,0.7215538881952942,-0.038324907966402824,-1.2569220012625737,0.013565633342411223
Banco  Allbank,2023,Enero,317.30468,84212.20766,-82146.17452999999,0.003767917844893606,-1.0251506919442182,-0.0038626835858816475,Low performance,0.208902697116453,,0.7338501051310151,0.0,-0.02654434369556272,-0.9754663464192572,-0.0038626835858816475
Banco  Allbank,2023,Febrero,723.63024,77440.83082,-87187.0187,0.00934429850942552,-0.8882151491664665,-0.00829974749440538,Low performance,0.20719789755637338,,0.7378735484797206,0.0,-0.025580393655552303,-1.1258533486379245,-0.00829974749440538
Banco  Allbank,2023,Julio,2906.17048,77079.685437,-85636.216123,0.03770345537249653,-0.9000828028913586,-0.03393623179036593,Low performance,0.20933694011769868,,0.7392890262754286,0.6755965731672112,-0.027529765988420583,-1.1110088947235466,-0.0996101259442967
Banco  Allbank,2023,Junio,2934.69448,77572.402385,-85425.86773499998,0.03783168227064572,-0.9080668940424198,-0.03435369821590494,Low performance,0.20999232004211524,,0.7410722306687846,0.6755748216910854,-0.025315424792740626,-1.1012404554782564,-0.1008319435499709
Banco  Allbank,2023,Marzo,1234.11303,77671.51931,-86155.73233000001,0.0158888745960337,-0.9015246833779654,-0.014324212639421479,Low performance,0.2051849983491519,,0.7390550743881518,0.6929981513845616,-0.026892788411633246,-1.1092319693932868,-0.04492436630573274
Banco  Allbank,2023,Mayo,2158.09054,76806.05228,-86290.51088999999,0.02809792296227622,-0.8900868877449291,-0.02500959280158922,Low performance,0.20892626154492352,,0.7411520609904333,0.6865347645499703,-0.02554048941498856,-1.1234858234273513,-0.07678652443584709
Banco  Allbank,2023,Noviembre,3337.93358,72861.811825,-89382.84647500001,0.04581183882741033,-0.8151654897830886,-0.037344230035609854,Low performance,0.2085045458714426,,0.7383494779185135,0.6874219355585518,-0.024905700565517816,-1.2267447684348058,-0.11423301142193036
Banco  Allbank,2023,Octubre,3055.69355,71452.433413,-90835.671787,0.042765423149942,-0.7866120435653118,-0.03363979689791117,Low performance,0.207676186469757,,0.7390424643682261,0.6882797316870628,-0.02412813949501352,-1.2712747130942839,-0.10328110192518261
Banco  Allbank,2023,Septiembre,3036.50196,72268.83337,-90100.19774999999,0.04201675630286988,-0.8020940594439483,-0.033701390627636,Low performance,0.2080739965685155,,0.7397196578913381,0.6881032245238389,-0.024225139949817703,-1.2467365743778853,-0.10341824753837522
Banco  Allbank,2024,Abril,2032.43454,71393.897337,-88676.249333,0.028467902941428126,-0.8051073187466383,-0.022919717007512736,Low performance,0.21019121216452294,,0.7390637961039065,0.696144567901161,-0.024447989019684625,-1.2420704379594556,-0.07225802390720414
Banco  Allbank,2024,Enero,215.72087,73577.34292,-87783.27514,0.00293189263758208,-0.8381704009409098,-0.002457425627557874,Low performance,0.20956827113417462,,0.7423753969837211,0.6968464939639594,-0.02586156219825908,-1.1930748197233214,-0.0077702757510003705
Banco  Allbank,2024,Febrero,176.45639,73281.93731,-87822.53962,0.002407911096202978,-0.8344319992007081,-0.0020092380699022194,Low performance,0.20862988405603605,,0.7415735982854684,0.6968824891585511,-0.02702963077896927,-1.1984200042159066,-0.006354162692612718
